OBS,DATE,TIME,ID,ACTION,M,F,SAM,JV
SE,17/04/2019,07:40:00,9R6,R,0,0,0,0
SE,17/04/2019,07:40:00,8V8,R,0,0,0,0
SE,17/04/2019,07:50:00,3L1,T,0,0,0,0
SE,17/04/2019,07:50:00,3U6,R,0,0,0,0
SE,17/04/2019,07:50:00,4EE2,R,0,0,0,0
SE,17/04/2019,08:00:00,3U6,R,0,0,0,0
SE,17/04/2019,08:00:00,,NA,0,0,0,0
SE,17/04/2019,08:10:00,,NA,0,0,0,0
SE,17/04/2019,08:20:00,,NA,0,0,0,0
SE,17/04/2019,08:30:00,,NA,0,0,0,0
SE,17/04/2019,08:40:00,,NA,0,0,0,0
SE,17/04/2019,08:50:00,4EE2,T,0,0,0,0
SE,17/04/2019,08:50:00,,NA,0,0,0,0
SE,17/04/2019,09:00:00,7M8,CF,0,0,0,0
SE,17/04/2019,09:00:00,,NA,0,0,0,0
SE,17/04/2019,09:10:00,0C7,CF,0,0,0,0
SE,17/04/2019,09:10:00,,NA,0,0,0,0
SE,17/04/2019,09:20:00,,NA,0,0,0,0
SE,17/04/2019,09:30:00,5U2,CF,0,0,0,0
SE,17/04/2019,09:30:00,19T,CF,0,0,0,0
SE,17/04/2019,09:30:00,,NA,0,0,0,0
SE,17/04/2019,09:40:00,1R8,CF,0,0,0,0
SE,17/04/2019,09:40:00,4K7,CF,0,0,0,0
SE,17/04/2019,09:40:00,,NA,0,0,0,0
SE,17/04/2019,09:50:00,9F9,F,0,0,0,0
SE,17/04/2019,09:50:00,,NA,0,0,0,0
SE,17/04/2019,10:00:00,,NA,0,0,0,0
SE,17/04/2019,10:10:00,,NA,0,0,0,0
SE,17/04/2019,10:20:00,,NA,0,0,0,0
SE,17/04/2019,10:30:00,,NA,0,0,0,0
SE,17/04/2019,10:40:00,3M8,R,0,0,0,0
SE,17/04/2019,10:40:00,,NA,0,0,0,0
SE,17/04/2019,10:50:00,,NA,0,0,0,0
SE,17/04/2019,11:00:00,3U3,F,0,0,0,0
SE,17/04/2019,11:00:00,84EE,NA,0,0,0,0
JC,18/04/2019,07:30:01,5EE1,R,0,0,0,0
JC,18/04/2019,07:40:00,,NA,0,0,0,0
JC,18/04/2019,07:50:00,,NA,0,0,0,0
JC,18/04/2019,08:00:03,,NA,0,0,0,0
JC,18/04/2019,08:10:00,,NA,0,0,0,0
JC,18/04/2019,08:20:00,7Q8,CF,0,0,0,0
JC,18/04/2019,08:20:00,8D6,CF,0,0,0,0
JC,18/04/2019,08:20:00,,NA,0,0,0,0
JC,18/04/2019,08:30:00,,NA,0,0,0,0
JC,18/04/2019,08:40:09,,NA,0,0,0,0
JC,18/04/2019,08:50:00,,NA,0,0,0,0
JC,18/04/2019,09:00:00,,NA,0,0,0,0
JC,18/04/2019,09:10:00,7Q8,CF,0,0,0,0
JC,18/04/2019,09:10:00,2Q9,CF,2,0,0,0
JC,18/04/2019,09:20:00,,NA,0,0,0,0
JC,18/04/2019,09:30:00,,NA,0,0,0,0
JC,18/04/2019,09:40:10,,NA,0,0,0,0
JC,18/04/2019,09:50:00,,NA,0,0,0,0
JC,18/04/2019,10:00:00,,NA,0,0,0,0
JC,18/04/2019,10:10:18,,NA,0,0,0,0
JC,18/04/2019,10:20:00,,NA,0,0,0,0
JC,18/04/2019,10:30:00,9C8,R,1,0,0,0
JC,18/04/2019,10:30:00,,NA,0,0,0,0
JC,18/04/2019,10:40:00,4N3,CF,0,0,0,0
JC,18/04/2019,10:40:00,,NA,0,0,0,0
JC,18/04/2019,10:50:01,,NA,0,0,0,0
JC,18/04/2019,11:00:00,,NA,0,0,0,0
JC,18/04/2019,12:20:00,,NA,0,0,0,0
JC,18/04/2019,12:30:00,,NA,0,0,0,0
JC,18/04/2019,12:40:00,,NA,0,0,0,0
JC,18/04/2019,12:50:00,,NA,0,0,0,0
JC,18/04/2019,13:00:00,,NA,0,0,0,0
JC,18/04/2019,13:10:17,88T,S,0,0,0,1
JC,18/04/2019,13:20:00,5B2,R,0,0,0,0
JC,18/04/2019,13:30:00,,NA,0,0,0,0
JC,18/04/2019,13:40:00,4I8,S,0,0,0,2
JC,18/04/2019,13:40:00,,NA,0,0,0,0
JC,18/04/2019,13:50:00,,NA,0,0,0,0
SE,18/04/2019,07:30:00,,NA,0,0,0,0
SE,18/04/2019,07:40:00,0H8,R,0,0,0,0
SE,18/04/2019,07:40:00,,NA,0,0,0,0
SE,18/04/2019,07:50:00,,NA,0,0,0,0
SE,18/04/2019,08:00:00,5B0,T,0,0,0,0
SE,18/04/2019,08:00:00,,NA,0,0,0,0
SE,18/04/2019,08:10:00,,NA,0,0,0,0
SE,18/04/2019,08:20:00,,NA,0,0,0,0
SE,18/04/2019,08:30:00,,NA,0,0,0,0
SE,18/04/2019,08:40:00,,NA,0,0,0,0
SE,18/04/2019,08:50:00,8R6,T,0,0,0,0
SE,18/04/2019,08:50:00,8K1,CF,0,0,0,0
SE,18/04/2019,08:50:00,,NA,0,0,0,0
SE,18/04/2019,09:00:00,4EE2,CF,0,0,0,0
SE,18/04/2019,09:00:00,,NA,0,0,0,0
SE,18/04/2019,09:10:00,8R6,CF,0,0,0,0
SE,18/04/2019,09:10:00,4U6,CF,0,0,0,0
SE,18/04/2019,09:10:00,,NA,0,0,0,0
SE,18/04/2019,09:20:00,,NA,0,0,0,0
SE,18/04/2019,09:30:00,,NA,0,0,0,0
SE,18/04/2019,09:40:00,,NA,0,0,0,0
SE,18/04/2019,09:50:00,8A7,T,0,0,0,0
SE,18/04/2019,10:00:00,6U2,CF,0,0,0,0
SE,18/04/2019,10:00:00,77I,CF,0,0,0,0
SE,18/04/2019,10:00:00,7K4,CF,0,0,0,0
SE,18/04/2019,10:00:00,,NA,0,0,0,0
SE,18/04/2019,10:10:00,3P3,F,0,0,0,0
SE,18/04/2019,10:20:00,,NA,0,0,0,0
SE,18/04/2019,10:30:00,5U3,T,0,0,1,0
SE,18/04/2019,10:40:00,,NA,0,0,0,0
SE,18/04/2019,10:50:00,,NA,0,0,0,0
SE,18/04/2019,11:00:00,,NA,0,0,0,0
SE,18/04/2019,12:20:00,7S9,R,0,0,0,0
SE,18/04/2019,12:30:00,8N5,F,0,0,0,0
SE,18/04/2019,12:40:00,,NA,0,0,0,0
SE,18/04/2019,12:50:00,,NA,0,0,0,0
SE,18/04/2019,13:00:00,,NA,0,0,0,0
SE,18/04/2019,13:10:00,,NA,0,0,0,0
SE,18/04/2019,13:20:00,,NA,0,0,0,0
SE,18/04/2019,13:30:00,,NA,0,0,0,0
SE,18/04/2019,13:40:00,,NA,0,0,0,0
SE,18/04/2019,13:50:00,8V5,R,0,0,1,0
SE,18/04/2019,13:50:00,,NA,0,0,0,0
SE,23/04/2019,07:30:00,8O5,R,0,0,0,0
SE,23/04/2019,07:30:00,3I9,R,0,0,0,0
SE,23/04/2019,07:30:00,,NA,0,0,0,0
SE,23/04/2019,07:40:00,,NA,0,0,0,0
SE,23/04/2019,07:50:00,5K8,R,0,0,0,0
SE,23/04/2019,07:50:00,,NA,0,0,0,0
SE,23/04/2019,08:00:00,,NA,0,0,0,0
SE,23/04/2019,08:10:00,,NA,0,0,0,0
SE,23/04/2019,08:20:00,,NA,0,0,0,0
SE,23/04/2019,08:30:00,,NA,0,0,0,0
SE,23/04/2019,08:40:00,,NA,0,0,0,0
SE,23/04/2019,08:50:00,,NA,0,0,0,0
SE,23/04/2019,09:00:00,,NA,0,0,0,0
SE,23/04/2019,09:10:00,,NA,0,0,0,0
SE,23/04/2019,09:20:00,,NA,0,0,0,0
SE,23/04/2019,09:30:00,36V,T,0,0,0,0
SE,23/04/2019,09:40:00,,NA,0,0,0,0
SE,23/04/2019,09:50:00,,NA,0,0,0,0
SE,23/04/2019,10:00:00,04T,R,0,0,0,0
SE,23/04/2019,10:10:00,,NA,0,0,0,0
SE,23/04/2019,10:20:00,,NA,0,0,0,0
SE,23/04/2019,10:30:00,8V7,S,0,0,1,0
SE,23/04/2019,10:30:00,0J4,F,0,0,0,0
SE,23/04/2019,10:30:00,,NA,0,0,0,0
SE,23/04/2019,10:40:00,3L1,T,0,0,0,0
SE,23/04/2019,10:50:00,5J7,F,0,0,0,0
SE,23/04/2019,10:50:00,,NA,0,0,0,0
SE,23/04/2019,11:00:00,2N2,NA,0,0,0,0
SE,23/04/2019,11:00:00,,NA,0,0,0,0
SE,23/04/2019,12:30:00,,NA,0,0,0,0
SE,23/04/2019,12:40:00,32Z,F,0,0,0,0
SE,23/04/2019,12:50:00,1F2,S,0,1,0,0
SE,23/04/2019,13:00:00,,NA,0,0,0,0
SE,23/04/2019,13:10:00,,NA,0,0,0,0
SE,23/04/2019,13:20:00,,NA,0,0,0,0
SE,23/04/2019,13:30:00,,NA,0,0,0,0
SE,23/04/2019,13:40:00,,NA,0,0,0,0
SE,23/04/2019,13:50:00,,NA,0,0,0,0
SE,23/04/2019,14:00:00,3U7,T,0,0,0,0
JC,25/04/2019,07:30:00,,NA,0,0,0,0
JC,25/04/2019,07:30:00,,NA,0,0,0,0
JC,25/04/2019,07:40:00,,NA,0,0,0,0
JC,25/04/2019,07:50:00,,NA,0,0,0,0
JC,25/04/2019,08:00:00,9C8,CF,0,0,0,0
JC,25/04/2019,08:00:00,,NA,0,0,0,0
JC,25/04/2019,08:10:00,6H9,CF,0,0,0,0
JC,25/04/2019,08:10:00,,NA,0,0,0,0
JC,25/04/2019,08:20:00,6H9,CF,0,0,0,0
JC,25/04/2019,08:20:00,,NA,0,0,0,0
JC,25/04/2019,08:30:00,,NA,0,0,0,0
JC,25/04/2019,08:40:00,,NA,0,0,0,0
JC,25/04/2019,08:50:00,2Q9,CF,0,0,0,0
JC,25/04/2019,08:50:00,,NA,0,0,0,0
JC,25/04/2019,09:00:00,,NA,0,0,0,0
JC,25/04/2019,09:10:00,,NA,0,0,0,0
JC,25/04/2019,09:20:00,9C8,CF,0,0,0,0
JC,25/04/2019,09:20:00,,NA,0,0,0,0
JC,25/04/2019,09:30:00,96Z,T,0,0,0,0
JC,25/04/2019,09:30:00,,NA,0,0,0,0
JC,25/04/2019,09:40:00,5L1,CF,0,0,0,0
JC,25/04/2019,09:50:00,,NA,0,0,0,0
JC,25/04/2019,10:00:00,,NA,0,0,0,0
JC,25/04/2019,10:10:00,,NA,0,0,0,0
JC,25/04/2019,10:20:00,,NA,0,0,0,0
JC,25/04/2019,10:30:00,,NA,0,0,0,0
JC,25/04/2019,10:40:00,,NA,0,0,0,0
JC,25/04/2019,10:50:00,,NA,0,0,0,0
JC,25/04/2019,12:10:00,,NA,0,0,0,0
JC,25/04/2019,12:20:00,,NA,0,0,0,0
JC,25/04/2019,12:30:00,,NA,0,0,0,0
JC,25/04/2019,12:40:01,,NA,0,0,0,0
JC,25/04/2019,12:50:00,,NA,0,0,0,0
JC,25/04/2019,13:00:00,,NA,0,0,0,0
JC,25/04/2019,13:10:00,,NA,0,0,0,0
JC,25/04/2019,13:20:00,76Z,R,0,0,0,0
JC,25/04/2019,13:20:00,,NA,0,0,0,0
JC,25/04/2019,13:30:00,4N3,R,0,1,0,1
JC,25/04/2019,13:40:11,,NA,0,0,0,0
JC,25/04/2019,13:50:00,,NA,0,0,0,0
JC,25/04/2019,14:00:00,,NA,0,0,0,0
SE,25/04/2019,07:30:00,5B0,NA,0,0,0,0
SE,25/04/2019,07:30:00,,NA,0,0,0,0
SE,25/04/2019,07:40:00,,NA,0,0,0,0
SE,25/04/2019,07:50:00,8O5,R,0,0,0,0
SE,25/04/2019,07:50:00,,NA,0,0,0,0
SE,25/04/2019,08:00:00,8O5,NA,0,0,0,0
SE,25/04/2019,08:00:00,,NA,0,0,0,0
SE,25/04/2019,08:10:00,4R8,T,0,0,0,0
SE,25/04/2019,08:20:00,,NA,0,0,0,0
SE,25/04/2019,08:30:00,5B0,F,0,0,0,0
SE,25/04/2019,08:30:00,,NA,0,0,0,0
SE,25/04/2019,08:40:00,,NA,0,0,0,0
SE,25/04/2019,08:50:00,,NA,0,0,0,0
SE,25/04/2019,09:00:00,12O,F,0,2,0,2
SE,25/04/2019,09:00:00,,NA,0,0,0,0
SE,25/04/2019,09:10:00,8K9,R,0,0,0,0
SE,25/04/2019,09:10:00,,NA,0,0,0,0
SE,25/04/2019,09:20:00,3U1,R,0,0,0,0
SE,25/04/2019,09:20:00,7G1,R,0,0,0,0
SE,25/04/2019,09:20:00,,NA,0,0,0,0
SE,25/04/2019,09:30:00,7G1,F,0,1,0,0
SE,25/04/2019,09:30:00,,NA,0,0,0,0
SE,25/04/2019,09:40:00,3U6,F,0,0,0,0
SE,25/04/2019,09:40:00,2N0,R,0,0,0,0
SE,25/04/2019,09:40:00,,NA,0,0,0,0
SE,25/04/2019,09:50:00,1U7,NA,0,0,0,0
SE,25/04/2019,10:00:00,3P3,F,0,0,0,0
SE,25/04/2019,10:00:00,1U7,F,0,0,0,0
SE,25/04/2019,10:00:00,,NA,0,0,0,0
SE,25/04/2019,10:10:00,8V5,F,0,0,0,0
SE,25/04/2019,10:10:00,2N2,F,0,0,0,0
SE,25/04/2019,10:10:00,,NA,0,0,0,0
SE,25/04/2019,10:20:00,5U6,F,0,0,0,0
SE,25/04/2019,10:30:00,6R3,R,0,0,0,0
SE,25/04/2019,10:30:00,8O5,R,0,0,0,0
SE,25/04/2019,10:30:00,,NA,0,0,0,0
SE,25/04/2019,10:40:00,,NA,0,0,0,0
SE,25/04/2019,10:50:00,9R6,S,0,0,1,0
SE,25/04/2019,10:50:00,,NA,0,0,0,0
SE,25/04/2019,11:00:00,,NA,0,0,0,0
SE,25/04/2019,12:30:00,,NA,0,0,0,0
SE,25/04/2019,12:40:00,,NA,0,0,0,0
SE,25/04/2019,12:50:00,,NA,0,0,0,0
SE,25/04/2019,13:00:00,,NA,0,0,0,0
SE,25/04/2019,13:10:00,81O,R,0,0,1,0
SE,25/04/2019,13:10:00,,NA,0,0,0,0
SE,25/04/2019,13:20:00,,NA,0,0,0,0
SE,25/04/2019,13:30:00,,NA,0,0,0,0
SE,25/04/2019,13:40:00,,NA,0,0,0,0
SE,25/04/2019,13:50:00,,NA,0,0,0,0
SE,25/04/2019,14:00:00,,NA,0,0,0,0
JC,29/04/2019,07:50:00,7Q8,R,1,0,0,0
JC,29/04/2019,07:50:00,,NA,0,0,0,0
JC,29/04/2019,08:00:00,,NA,0,0,0,0
JC,29/04/2019,08:10:00,,NA,0,0,0,0
JC,29/04/2019,08:20:00,,NA,0,0,0,0
JC,29/04/2019,08:30:11,9C8,CF,0,0,0,0
JC,29/04/2019,08:40:00,,NA,0,0,0,0
JC,29/04/2019,08:50:00,76Z,T,0,0,0,0
JC,29/04/2019,08:50:00,,NA,0,0,0,0
JC,29/04/2019,09:00:00,4U2,R,0,0,0,0
JC,29/04/2019,09:00:00,,NA,0,0,0,0
JC,29/04/2019,09:10:00,1T4,R,0,0,0,0
JC,29/04/2019,09:10:00,,NA,0,0,0,0
JC,29/04/2019,09:20:00,4S4,CF,0,0,0,0
JC,29/04/2019,09:20:00,4L9,F,0,0,0,1
JC,29/04/2019,09:20:00,,NA,0,0,0,0
JC,29/04/2019,09:30:00,3I3,CF,0,0,0,1
JC,29/04/2019,09:40:00,,NA,0,0,0,0
JC,29/04/2019,09:50:00,8S6,CF,0,0,0,0
JC,29/04/2019,09:50:00,,NA,0,0,0,0
JC,29/04/2019,10:00:00,,NA,0,0,0,0
JC,29/04/2019,10:10:00,5B2,F,0,0,0,0
JC,29/04/2019,10:10:00,,NA,0,0,0,0
JC,29/04/2019,10:20:08,,NA,0,0,0,0
JC,29/04/2019,10:30:00,5L1,F,0,0,0,0
JC,29/04/2019,10:30:00,,NA,0,0,0,0
JC,29/04/2019,10:40:00,5G2,R,0,0,0,0
JC,29/04/2019,10:50:00,,NA,0,0,0,0
JC,29/04/2019,11:00:00,,NA,0,0,0,0
JC,29/04/2019,11:10:00,,NA,0,0,0,0
SE,29/04/2019,07:40:00,8N5,NA,0,0,0,0
SE,29/04/2019,07:40:00,,NA,0,0,0,0
SE,29/04/2019,07:50:00,,NA,0,0,0,0
SE,29/04/2019,08:00:00,,NA,0,0,0,0
SE,29/04/2019,08:10:00,4G8,CF,0,0,0,0
SE,29/04/2019,08:20:00,3M2,T,0,0,0,0
SE,29/04/2019,08:20:00,33T,CF,0,1,0,2
SE,29/04/2019,08:20:00,2D0,CF,0,0,0,0
SE,29/04/2019,08:30:00,3M2,T,0,0,0,0
SE,29/04/2019,08:30:00,,NA,0,0,0,0
SE,29/04/2019,08:40:00,1EE5,T,0,0,0,0
SE,29/04/2019,08:40:00,,NA,0,0,0,0
SE,29/04/2019,08:50:00,4G8,CF,0,0,0,0
SE,29/04/2019,08:50:00,,NA,0,0,0,0
SE,29/04/2019,09:00:00,6K5,CF,0,0,0,0
SE,29/04/2019,09:00:00,,NA,0,0,0,0
SE,29/04/2019,09:10:00,5W6,F,0,0,0,0
SE,29/04/2019,09:10:00,,NA,0,0,0,0
SE,29/04/2019,09:20:00,,NA,0,0,0,0
SE,29/04/2019,09:30:00,,NA,0,0,0,0
SE,29/04/2019,09:40:00,,NA,0,0,0,0
SE,29/04/2019,09:50:00,,NA,0,0,0,0
SE,29/04/2019,10:00:00,,NA,0,0,0,0
SE,29/04/2019,10:10:00,3M2,R,0,No Value,0,0
SE,29/04/2019,10:10:00,,NA,0,0,0,0
SE,29/04/2019,10:20:00,3P3,T,0,0,0,0
SE,29/04/2019,10:20:00,,NA,0,0,0,0
SE,29/04/2019,10:30:00,8V5,R,0,0,0,0
SE,29/04/2019,10:30:00,,NA,0,0,0,0
SE,29/04/2019,10:40:00,8V3,S,0,0,1,0
SE,29/04/2019,10:40:00,,NA,0,0,0,0
SE,29/04/2019,10:50:00,3M8,R,0,0,0,0
SE,29/04/2019,10:50:00,,NA,0,0,0,0
SE,29/04/2019,11:00:00,8M1,T,0,0,0,0
SE,29/04/2019,11:00:00,,NA,0,0,0,0
JC,30/04/2019,07:40:00,,NA,0,0,0,0
JC,30/04/2019,07:50:08,,NA,0,0,0,0
JC,30/04/2019,08:00:00,5EE1,S,1,0,0,0
JC,30/04/2019,08:10:00,,NA,0,0,0,0
JC,30/04/2019,08:20:00,,NA,0,0,0,0
JC,30/04/2019,08:30:00,5EE1,R,0,0,0,1
JC,30/04/2019,08:30:00,5Q4,CF,0,0,0,0
JC,30/04/2019,08:40:00,,NA,0,0,0,0
JC,30/04/2019,08:50:00,5G2,CF,0,0,0,0
JC,30/04/2019,08:50:00,5R1,CF,0,0,0,0
JC,30/04/2019,08:50:00,,NA,0,0,0,0
JC,30/04/2019,09:00:00,,NA,0,0,0,0
JC,30/04/2019,09:10:00,4N3,CF,0,0,0,0
JC,30/04/2019,09:10:00,5L1,R,0,0,0,0
JC,30/04/2019,09:20:00,7J0,T,0,0,0,0
JC,30/04/2019,09:20:00,,NA,0,0,0,0
JC,30/04/2019,09:30:00,2Q9,CF,1,0,0,0
JC,30/04/2019,09:30:00,,NA,0,0,0,0
JC,30/04/2019,09:40:06,7J0,CF,0,0,0,0
JC,30/04/2019,09:40:00,,NA,0,0,0,0
JC,30/04/2019,09:50:00,4N3,S,0,0,0,1
JC,30/04/2019,09:50:00,,NA,0,0,0,0
JC,30/04/2019,10:00:00,8S8,F,0,0,0,0
JC,30/04/2019,10:10:00,,NA,0,0,0,0
JC,30/04/2019,10:20:00,,NA,0,0,0,0
JC,30/04/2019,10:30:00,,NA,0,0,0,0
JC,30/04/2019,10:40:00,,NA,0,0,0,0
JC,30/04/2019,10:50:00,,NA,0,0,0,0
JC,30/04/2019,11:00:00,,NA,0,0,0,0
JC,30/04/2019,12:20:00,4T0,S,1,0,0,0
JC,30/04/2019,12:30:00,4T0,S,1,0,0,0
JC,30/04/2019,12:40:00,5K5,R,0,0,0,0
JC,30/04/2019,12:40:00,,NA,0,0,0,0
JC,30/04/2019,12:50:00,5P8,S,0,0,0,1
JC,30/04/2019,12:50:00,,NA,0,0,0,0
JC,30/04/2019,13:00:00,,NA,0,0,0,0
JC,30/04/2019,13:10:00,,NA,0,0,0,0
JC,30/04/2019,13:20:00,2Q9,R,1,0,0,0
JC,30/04/2019,13:20:00,,NA,0,0,0,0
JC,30/04/2019,13:30:00,,NA,0,0,0,0
JC,30/04/2019,13:40:00,,NA,0,0,0,0
JC,30/04/2019,13:50:00,,NA,0,0,0,0
JC,30/04/2019,14:00:00,96Z,F,0,0,0,0
JC,30/04/2019,14:00:00,,NA,0,0,0,0
SE,30/04/2019,07:40:00,,NA,0,0,0,0
SE,30/04/2019,07:50:00,,NA,0,0,0,0
SE,30/04/2019,08:00:00,,NA,0,0,0,0
SE,30/04/2019,08:10:00,,NA,0,0,0,0
SE,30/04/2019,08:20:00,,NA,0,0,0,0
SE,30/04/2019,08:30:00,04T,F,0,0,0,0
SE,30/04/2019,08:30:00,,NA,0,0,0,0
SE,30/04/2019,08:40:00,,NA,0,0,0,0
SE,30/04/2019,08:50:00,19T,F,0,0,0,0
SE,30/04/2019,08:50:00,,NA,0,0,0,0
SE,30/04/2019,09:00:00,81O,T,0,0,0,0
SE,30/04/2019,09:00:00,,NA,0,0,0,0
SE,30/04/2019,09:10:00,8J3,R,0,0,0,0
SE,30/04/2019,09:10:00,,NA,0,0,0,0
SE,30/04/2019,09:20:00,,NA,0,0,0,0
SE,30/04/2019,09:30:00,,NA,0,0,0,0
SE,30/04/2019,09:40:00,,NA,0,0,0,0
SE,30/04/2019,09:50:00,9V0,S,0,0,1,0
SE,30/04/2019,09:50:00,,NA,0,0,0,0
SE,30/04/2019,10:00:00,8C3,S,0,0,1,0
SE,30/04/2019,10:10:00,5K8,T,0,0,0,0
SE,30/04/2019,10:10:00,,NA,0,0,0,0
SE,30/04/2019,10:20:00,5P4,F,0,0,0,0
SE,30/04/2019,10:30:00,8V6,NA,0,0,1,0
SE,30/04/2019,10:40:00,77I,R,0,0,0,0
SE,30/04/2019,10:40:00,,NA,0,0,0,0
SE,30/04/2019,10:50:00,,NA,0,0,0,0
SE,30/04/2019,11:00:00,,NA,0,0,0,0
SE,30/04/2019,12:20:00,,NA,0,0,0,0
SE,30/04/2019,12:30:00,,NA,0,0,0,0
SE,30/04/2019,12:40:00,,NA,0,0,0,0
SE,30/04/2019,12:50:00,,NA,0,0,0,0
SE,30/04/2019,13:00:00,,NA,0,0,0,0
SE,30/04/2019,13:10:00,,NA,0,0,0,0
SE,30/04/2019,13:20:00,,NA,0,0,0,0
SE,30/04/2019,13:30:00,,NA,0,0,0,0
SE,30/04/2019,13:40:00,5B0,R,0,0,0,0
SE,30/04/2019,13:40:00,,NA,0,0,0,0
SE,30/04/2019,13:50:00,,NA,0,0,0,0
SE,30/04/2019,14:00:00,9K9,NA,0,0,0,0
SE,30/04/2019,14:00:00,,NA,0,0,0,0
JC,01/05/2019,07:50:00,,NA,0,0,0,0
JC,01/05/2019,08:00:00,88T,CF,0,0,0,0
JC,01/05/2019,08:00:00,,NA,0,0,0,0
JC,01/05/2019,08:10:00,96Z,CF,0,0,0,0
JC,01/05/2019,08:10:00,,NA,0,0,0,0
JC,01/05/2019,08:20:00,,NA,0,0,0,0
JC,01/05/2019,08:30:00,,NA,0,0,0,0
JC,01/05/2019,08:40:00,5S5,R,0,0,0,0
JC,01/05/2019,08:50:00,,NA,0,0,0,0
JC,01/05/2019,09:00:00,,NA,0,0,0,0
JC,01/05/2019,09:10:00,7H9,R,0,1,0,1
JC,01/05/2019,09:20:00,5L1,CF,0,0,0,1
JC,01/05/2019,09:20:00,,NA,0,0,0,0
JC,01/05/2019,09:30:00,,NA,0,0,0,0
JC,01/05/2019,09:40:00,,NA,0,0,0,0
JC,01/05/2019,09:50:06,,NA,0,0,0,0
JC,01/05/2019,10:00:00,,NA,0,0,0,0
JC,01/05/2019,10:20:16,,NA,0,0,0,0
JC,01/05/2019,10:30:00,,NA,0,0,0,0
JC,01/05/2019,10:40:00,,NA,0,0,0,0
JC,01/05/2019,10:50:00,6J3,R,0,0,0,0
JC,01/05/2019,10:50:15,3L7,CF,0,0,0,1
JC,01/05/2019,11:00:00,5D1,CF,0,0,0,0
JC,01/05/2019,11:00:00,,NA,0,0,0,0
JC,01/05/2019,12:30:00,,NA,0,0,0,0
JC,01/05/2019,12:40:00,,NA,0,0,0,0
JC,01/05/2019,12:50:00,,NA,0,0,0,0
JC,01/05/2019,13:00:00,,NA,0,0,0,0
JC,01/05/2019,13:10:00,6Q1,NA,0,0,0,0
JC,01/05/2019,13:20:00,,NA,0,0,0,0
JC,01/05/2019,13:30:00,,NA,0,0,0,0
JC,01/05/2019,13:40:00,7G9,CF,0,0,0,0
JC,01/05/2019,13:40:00,,NA,0,0,0,0
SE,01/05/2019,07:30:00,,NA,0,0,0,0
SE,01/05/2019,07:40:00,,NA,0,0,0,0
SE,01/05/2019,07:50:00,,NA,0,0,0,0
SE,01/05/2019,08:00:00,8V6,S,0,0,0,0
SE,01/05/2019,08:00:00,,NA,0,0,0,0
SE,01/05/2019,08:10:00,93R,CF,0,0,0,0
SE,01/05/2019,08:10:00,5U1,CF,0,0,0,0
SE,01/05/2019,08:10:00,,NA,0,0,0,0
SE,01/05/2019,08:20:00,32Z,CF,0,0,0,0
SE,01/05/2019,08:20:00,8M1,CF,0,0,0,0
SE,01/05/2019,08:20:00,,NA,0,0,0,0
SE,01/05/2019,08:30:00,9R6,T,0,0,0,0
SE,01/05/2019,08:30:00,7M8,CF,0,0,0,0
SE,01/05/2019,08:40:00,6W0,CF,0,0,0,0
SE,01/05/2019,08:40:00,,NA,0,0,0,0
SE,01/05/2019,08:50:00,12O,F,0,0,0,0
SE,01/05/2019,09:00:00,4U6,F,0,0,0,0
SE,01/05/2019,09:10:00,3U7,CF,0,0,0,0
SE,01/05/2019,09:10:00,,NA,0,0,0,0
SE,01/05/2019,09:20:00,,NA,0,0,0,0
SE,01/05/2019,09:30:00,3P3,R,1,0,0,0
SE,01/05/2019,09:40:00,19T,F,0,0,0,0
SE,01/05/2019,09:50:00,,NA,0,0,0,0
SE,01/05/2019,10:00:00,,NA,0,0,0,0
SE,01/05/2019,10:10:00,,NA,0,0,0,0
SE,01/05/2019,10:20:00,,NA,0,0,0,0
SE,01/05/2019,10:30:00,61R,R,0,1,0,0
SE,01/05/2019,10:40:00,,NA,0,0,0,0
SE,01/05/2019,10:50:00,8V2,R,0,0,0,0
SE,01/05/2019,10:50:00,,NA,0,0,0,0
SE,01/05/2019,11:00:00,3U1,F,0,0,0,0
SE,01/05/2019,11:00:00,,NA,0,0,0,0
SE,01/05/2019,12:30:00,,NA,0,0,0,0
SE,01/05/2019,12:40:00,,NA,0,0,0,0
SE,01/05/2019,12:50:00,,NA,0,0,0,0
SE,01/05/2019,13:00:00,,NA,0,0,0,0
SE,01/05/2019,13:10:00,,NA,0,0,0,0
SE,01/05/2019,13:20:00,,NA,0,0,0,0
SE,01/05/2019,13:30:00,,NA,0,0,0,0
SE,01/05/2019,13:40:00,6U2,NA,0,0,0,0
SE,01/05/2019,13:50:00,8V6,T,0,0,0,0
SE,01/05/2019,14:00:00,6W7,F,0,0,0,0
JC,02/05/2019,07:30:06,,NA,0,0,0,0
JC,02/05/2019,07:40:00,,NA,0,0,0,0
JC,02/05/2019,07:50:00,,NA,0,0,0,0
JC,02/05/2019,08:00:00,,NA,0,0,0,0
JC,02/05/2019,08:10:00,7G9,CF,0,0,0,0
JC,02/05/2019,08:20:00,7G9,CF,0,0,0,0
JC,02/05/2019,08:20:00,,NA,0,0,0,0
JC,02/05/2019,08:30:00,,NA,0,0,0,0
JC,02/05/2019,08:40:00,,NA,0,0,0,0
JC,02/05/2019,08:50:00,,NA,0,0,0,0
JC,02/05/2019,09:00:00,6J3,T,0,0,0,0
